,growth_collection,processing,preparation,material,energy,things,buildings,infrastructure,inhabited,waste,sleep,hygiene_grooming,childcare,adultcare,moving_things,moving_people,organization,education,meals,active_recreation,religious,social,interactive,passive,work_employed,work_other,unknown
"('CUB', 14)",0.1642152,0.0367474,0.4214473,0.1022038,,,0.0689015,,0.7774382,,8.05,0.7057,0.1217259,0.0826818,0.1929241,0.8485,0.2101495,1.986523,0.9257,1.3217597,0.4937938,1.7661741,1.2769738,4.446441,,,
"('CUB', 15)",0.1735087,0.0388271,0.4416586,0.1079879,,,0.0728009,,0.8117296,,7.4,0.7029,0.1322549,0.0897877,0.2038424,0.8485,0.2329628,1.986523,0.9286,1.3310424,0.5120327,1.8697688,1.3941365,4.7199226,,,
"('CUB', 16)",0.2050558,0.0448939,0.4477253,0.1067746,,,0.2390295,,0.7898894,,7.4,0.7029,0.1164814,0.0752276,0.2742166,0.8485,0.2620831,1.986523,0.9286,1.1587471,0.4076848,2.1197184,1.2643083,4.6228547,,,
"('CUB', 17)",0.2079185,0.0462041,0.4851432,0.1094308,,,0.2431795,,0.8219468,,7.4,0.718,0.1179421,0.0766016,0.2784406,0.8485,0.2662816,1.986523,0.888,0.9617751,0.415837,2.4804313,1.0748536,4.5717754,,,
"('CUB', 18)",0.2079185,0.0462041,0.4851432,0.1094308,,,0.2431795,,0.8219468,,7.4,0.718,0.1179421,0.0766016,0.2784406,0.8485,0.2662816,1.986523,0.888,0.9617751,0.415837,2.4804313,1.0748536,4.5717754,,,
"('CUW', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('CUW', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('CUW', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('CUW', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('CUW', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('CUW', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.257212625,1.8348,0.8438945,0.1324383,0.9942472,2.2137036,2.2137036,,,
"('CUW', 6)",,,,,,,,,0.7858479,,9.7,1.1333,,,,0.8485,,2.185433785714286,1.1619,1.6551248,0.2727143,0.7705974,2.081241,3.4062379,,,
"('CUW', 7)",,,,,,,,,0.8121279,,9.4,1.1333,,,,0.8485,,2.185433785714286,1.1619,1.7104748,0.2818343,0.7963674,2.150841,3.5201479,,,
"('CUW', 8)",0.0815265,0.0093709,0.1546193,0.0046854,,,0.2239637,,0.4741658,,9.3,1.1333,0.2314604,0.2314604,0.0983941,0.8485,0.0149934,2.185433785714286,1.1619,1.2856828,0.7796561,0.7646627,1.6492725,3.3660151,,,
"('CUW', 9)",0.0819703,0.0087825,0.1980948,0.0048792,,,0.2234666,,0.5659852,,9.3,0.8979,0.2312733,0.2312733,0.0975837,0.8485,0.0146375,2.185433785714286,1.0098,1.4715616,0.7904277,0.6177046,1.540846,3.6798799,,,
"('CUW', 10)",0.044065,0.0100148,0.3735508,0.0831226,,,0.1191757,,0.7240676,,9.1,0.7914,0.2093086,0.1241831,0.1902806,0.8485,0.0660975,2.185433785714286,1.0599,1.2408295,0.6729923,1.0044811,1.5352637,3.620338,,,
"('CUW', 11)",0.04468,0.0101545,0.3787645,0.0842827,,,0.1208391,,0.7341736,,9.0,0.7914,0.21223,0.1259164,0.1929364,0.8485,0.06702,2.145654642857143,1.0599,1.2581482,0.6823854,1.0185009,1.5566918,3.6708681,,,
"('CUW', 12)",0.1522773,0.034076,0.3663175,0.094774,,,0.0649575,,0.8167602,,8.9,0.7876,0.1288501,0.0830604,0.1799641,0.8485,0.1363042,1.8252354285714283,0.9899,1.2810464,0.4334047,1.4354535,1.4461022,3.9975462,,,
"('CUW', 13)",0.1665216,0.0372636,0.4273665,0.1036393,,,0.0698692,,0.7883573,,8.05,0.7057,0.1234356,0.083843,0.1956337,0.8485,0.213101,1.8252354285714283,0.9257,1.3403239,0.5007292,1.7909802,1.2949089,4.5088916,,,
"('CUW', 14)",0.1665216,0.0372636,0.4273665,0.1036393,,,0.0698692,,0.7883573,,8.05,0.7057,0.1234356,0.083843,0.1956337,0.8485,0.213101,1.8252354285714283,0.9257,1.3403239,0.5007292,1.7909802,1.2949089,4.5088916,,,
"('CUW', 15)",0.1758151,0.0393432,0.4475294,0.1094234,,,0.0737686,,0.8225197,,7.4,0.7029,0.1340129,0.0909813,0.206552,0.8485,0.2360595,1.8252354285714283,0.9286,1.3487357,0.5188391,1.8946232,1.4126684,4.7826634,,,
"('CUW', 16)",0.2077815,0.0454906,0.4536768,0.1081939,,,0.2422069,,0.8003892,,7.4,0.7029,0.1180297,0.0762275,0.2778617,0.8485,0.2655669,1.8252354285714283,0.9286,1.17415,0.4131041,2.1478954,1.2811145,4.6843053,,,
"('CUW', 17)",0.211055,0.0469011,0.4924617,0.1110816,,,0.246848,,0.8343462,,7.4,0.718,0.1197213,0.0777571,0.2826409,0.8485,0.2702985,1.8031013076923075,0.888,0.9762837,0.42211,2.5178493,1.091068,4.6407419,,,
"('CUW', 18)",0.2122362,0.0471636,0.4952177,0.1117032,,,0.2482294,,0.8390155,,7.4,0.718,0.1203913,0.0781923,0.2842227,0.8485,0.2718112,1.7340285000000002,0.888,0.9817474,0.4244723,2.5319402,1.0971741,4.6667133,,,
"('DOM', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('DOM', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('DOM', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('DOM', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('DOM', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('DOM', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.257212625,1.8348,0.8438945,0.1324383,0.9942472,2.2137036,2.2137036,,,
"('DOM', 6)",,,,,,,,,0.7818727,,9.7,1.1333,,,,0.8485,,2.230812,1.1619,1.6467525,0.2713348,0.7666994,2.0707132,3.3890078,,,
"('DOM', 7)",,,,,,,,,0.8081527,,9.4,1.1333,,,,0.8485,,2.230812,1.1619,1.7021025,0.2804548,0.7924694,2.1403132,3.5029178,,,
"('DOM', 8)",0.0811317,0.0093255,0.1538706,0.0046627,,,0.2228792,,0.4718697,,9.3,1.1333,0.2303396,0.2303396,0.0979176,0.8485,0.0149208,2.230812,1.1619,1.279457,0.7758806,0.7609598,1.6412859,3.3497153,,,
"('DOM', 9)",0.0815891,0.0087417,0.1971737,0.0048565,,,0.2224274,,0.5633533,,9.3,0.8979,0.2301978,0.2301978,0.0971299,0.8485,0.0145695,2.230812,1.0098,1.4647186,0.786752,0.6148321,1.5336808,3.6627678,,,
"('DOM', 10)",0.0438653,0.0099694,0.3718582,0.0827459,,,0.1186357,,0.7207868,,9.1,0.7914,0.2083602,0.1236204,0.1894184,0.8485,0.065798,2.230812,1.0599,1.2352072,0.6699429,0.9999296,1.5283072,3.6039338,,,
"('DOM', 11)",0.0443053,0.0100694,0.3755882,0.0835759,,,0.1198257,,0.7280168,,9.0,0.7914,0.2104502,0.1248604,0.1913184,0.8485,0.066458,2.230812,1.0599,1.2475972,0.6766629,1.0099596,1.5436372,3.6400838,,,
"('DOM', 12)",0.1558269,0.0348704,0.3748564,0.0969832,,,0.0664716,,0.8357989,,8.9,0.7876,0.1318535,0.0849965,0.1841591,0.8485,0.1394814,1.577013,0.9899,1.3109075,0.4435074,1.4689138,1.4798108,4.0907289,,,
"('DOM', 13)",0.1700711,0.0380579,0.4364763,0.1058485,,,0.0713585,,0.805162,,8.05,0.7057,0.1260667,0.0856302,0.1998039,0.8485,0.2176435,1.577013,0.9257,1.3688943,0.5114027,1.8291568,1.3225113,4.6050033,,,
"('DOM', 14)",0.1700711,0.0380579,0.4364763,0.1058485,,,0.0713585,,0.805162,,8.05,0.7057,0.1260667,0.0856302,0.1998039,0.8485,0.2176435,1.577013,0.9257,1.3688943,0.5114027,1.8291568,1.3225113,4.6050033,,,
"('DOM', 15)",0.1793647,0.0401376,0.4565647,0.1116326,,,0.0752579,,0.8391258,,7.4,0.7029,0.1367186,0.0928181,0.2107222,0.8485,0.2408254,1.577013,0.9286,1.3759657,0.5293141,1.9328743,1.4411892,4.8792219,,,
"('DOM', 16)",0.2119765,0.0464091,0.4628362,0.1103783,,,0.2470968,,0.8165485,,7.4,0.7029,0.1204127,0.0777665,0.2834715,0.8485,0.2709285,1.577013,0.9286,1.1978553,0.4214444,2.1912598,1.3069792,4.778878,,,
"('DOM', 17)",0.2149211,0.0477603,0.5014826,0.1131164,,,0.2513697,,0.8496297,,7.4,0.718,0.1219143,0.0791815,0.2878184,0.8485,0.2752499,1.577013,0.888,0.9941673,0.4298423,2.5639713,1.1110543,4.7257511,,,
"('DOM', 18)",0.2149211,0.0477603,0.5014826,0.1131164,,,0.2513697,,0.8496297,,7.4,0.718,0.1219143,0.0791815,0.2878184,0.8485,0.2752499,1.577013,0.888,0.9941673,0.4298423,2.5639713,1.1110543,4.7257511,,,
"('GLP', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('GLP', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('GLP', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('GLP', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('GLP', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('GLP', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.257212625,1.8348,0.8438945,0.1324383,0.9942472,2.2137036,2.2137036,,,
"('GLP', 6)",,,,,,,,,0.7858479,,9.7,1.1333,,,,0.8485,,2.185433785714286,1.1619,1.6551248,0.2727143,0.7705974,2.081241,3.4062379,,,
"('GLP', 7)",,,,,,,,,0.8121279,,9.4,1.1333,,,,0.8485,,2.185433785714286,1.1619,1.7104748,0.2818343,0.7963674,2.150841,3.5201479,,,
"('GLP', 8)",0.0815265,0.0093709,0.1546193,0.0046854,,,0.2239637,,0.4741658,,9.3,1.1333,0.2314604,0.2314604,0.0983941,0.8485,0.0149934,2.185433785714286,1.1619,1.2856828,0.7796561,0.7646627,1.6492725,3.3660151,,,
"('GLP', 9)",0.0819703,0.0087825,0.1980948,0.0048792,,,0.2234666,,0.5659852,,9.3,0.8979,0.2312733,0.2312733,0.0975837,0.8485,0.0146375,2.185433785714286,1.0098,1.4715616,0.7904277,0.6177046,1.540846,3.6798799,,,
"('GLP', 10)",0.044065,0.0100148,0.3735508,0.0831226,,,0.1191757,,0.7240676,,9.1,0.7914,0.2093086,0.1241831,0.1902806,0.8485,0.0660975,2.185433785714286,1.0599,1.2408295,0.6729923,1.0044811,1.5352637,3.620338,,,
"('GLP', 11)",0.04468,0.0101545,0.3787645,0.0842827,,,0.1208391,,0.7341736,,9.0,0.7914,0.21223,0.1259164,0.1929364,0.8485,0.06702,2.145654642857143,1.0599,1.2581482,0.6823854,1.0185009,1.5566918,3.6708681,,,
"('GLP', 12)",0.1522773,0.034076,0.3663175,0.094774,,,0.0649575,,0.8167602,,8.9,0.7876,0.1288501,0.0830604,0.1799641,0.8485,0.1363042,1.8252354285714283,0.9899,1.2810464,0.4334047,1.4354535,1.4461022,3.9975462,,,
"('GLP', 13)",0.1665216,0.0372636,0.4273665,0.1036393,,,0.0698692,,0.7883573,,8.05,0.7057,0.1234356,0.083843,0.1956337,0.8485,0.213101,1.8252354285714283,0.9257,1.3403239,0.5007292,1.7909802,1.2949089,4.5088916,,,
"('GLP', 14)",0.1665216,0.0372636,0.4273665,0.1036393,,,0.0698692,,0.7883573,,8.05,0.7057,0.1234356,0.083843,0.1956337,0.8485,0.213101,1.8252354285714283,0.9257,1.3403239,0.5007292,1.7909802,1.2949089,4.5088916,,,
"('GLP', 15)",0.1758151,0.0393432,0.4475294,0.1094234,,,0.0737686,,0.8225197,,7.4,0.7029,0.1340129,0.0909813,0.206552,0.8485,0.2360595,1.8252354285714283,0.9286,1.3487357,0.5188391,1.8946232,1.4126684,4.7826634,,,
"('GLP', 16)",0.2077815,0.0454906,0.4536768,0.1081939,,,0.2422069,,0.8003892,,7.4,0.7029,0.1180297,0.0762275,0.2778617,0.8485,0.2655669,1.8252354285714283,0.9286,1.17415,0.4131041,2.1478954,1.2811145,4.6843053,,,
"('GLP', 17)",0.211055,0.0469011,0.4924617,0.1110816,,,0.246848,,0.8343462,,7.4,0.718,0.1197213,0.0777571,0.2826409,0.8485,0.2702985,1.8031013076923075,0.888,0.9762837,0.42211,2.5178493,1.091068,4.6407419,,,
"('GLP', 18)",0.2122362,0.0471636,0.4952177,0.1117032,,,0.2482294,,0.8390155,,7.4,0.718,0.1203913,0.0781923,0.2842227,0.8485,0.2718112,1.7340285000000002,0.888,0.9817474,0.4244723,2.5319402,1.0971741,4.6667133,,,
"('GRD', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('GRD', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('GRD', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('GRD', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('GRD', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('GRD', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.341767,1.8348,0.8327418,0.1306881,0.9811075,2.1844478,2.1844478,,,
"('GRD', 6)",,,,,,,,,0.7721531,,9.7,1.1333,,,,0.8485,,2.341767,1.1619,1.6262813,0.2679618,0.7571684,2.0449717,3.3468782,,,
"('GRD', 7)",,,,,,,,,0.7984331,,9.4,1.1333,,,,0.8485,,2.341767,1.1619,1.6816313,0.2770818,0.7829384,2.1145717,3.4607882,,,
"('GRD', 8)",0.0801664,0.0092145,0.1520398,0.0046073,,,0.2202273,,0.4662554,,9.3,1.1333,0.227599,0.227599,0.0967526,0.8485,0.0147433,2.341767,1.1619,1.2642339,0.7666491,0.7519059,1.6217578,3.3098603,,,
"('GRD', 9)",0.0806571,0.0086418,0.1949213,0.004801,,,0.2198866,,0.5569179,,9.3,0.8979,0.2275682,0.2275682,0.0960203,0.8485,0.014403,2.341767,1.0098,1.4479866,0.7777647,0.6078087,1.516161,3.6209266,,,
"('GRD', 10)",0.0433771,0.0098584,0.3677196,0.081825,,,0.1173154,,0.7127647,,9.1,0.7914,0.2060412,0.1222446,0.1873102,0.8485,0.0650657,2.341767,1.0599,1.2214598,0.6624867,0.9888008,1.5112978,3.5638235,,,
"('GRD', 11)",0.0438171,0.0099584,0.3714496,0.082655,,,0.1185054,,0.7199947,,9.0,0.7914,0.2081312,0.1234846,0.1892102,0.8485,0.0657257,2.341767,1.0599,1.2338498,0.6692067,0.9988308,1.5266278,3.5999735,,,
"('GRD', 12)",0.1487735,0.033292,0.3578888,0.0925933,,,0.0634628,,0.7979671,,8.9,0.7876,0.1258853,0.0811492,0.1758233,0.8485,0.1331679,2.070257,0.9899,1.2515703,0.4234323,1.4024246,1.4128283,3.9055651,,,
"('GRD', 13)",0.1630178,0.0364795,0.4183742,0.1014586,,,0.0683991,,0.7717694,,8.05,0.7057,0.1208383,0.0820789,0.1915174,0.8485,0.2086171,2.070257,0.9257,1.3121219,0.4901932,1.7532959,1.2676625,4.4140192,,,
"('GRD', 14)",0.1630178,0.0364795,0.4183742,0.1014586,,,0.0683991,,0.7717694,,8.05,0.7057,0.1208383,0.0820789,0.1915174,0.8485,0.2086171,2.070257,0.9257,1.3121219,0.4901932,1.7532959,1.2676625,4.4140192,,,
"('GRD', 15)",0.1723113,0.0385592,0.4386106,0.1072427,,,0.0722985,,0.8061278,,7.4,0.7029,0.1313422,0.0891681,0.2024357,0.8485,0.2313551,2.070257,0.9286,1.3218568,0.5084992,1.8568654,1.3845155,4.68735,,,
"('GRD', 16)",0.2036407,0.044584,0.4446355,0.1060377,,,0.2373799,,0.7844383,,7.4,0.7029,0.1156775,0.0747084,0.2723242,0.8485,0.2602744,2.070257,0.9286,1.1507505,0.4048714,2.1050901,1.2555832,4.5909521,,,
"('GRD', 17)",0.2064867,0.0458859,0.4818022,0.1086772,,,0.2415049,,0.8162864,,7.4,0.718,0.1171299,0.076074,0.2765231,0.8485,0.2644478,2.070257,0.888,0.9551517,0.4129733,2.4633496,1.0674515,4.5402914,,,
"('GRD', 18)",0.2122362,0.0471636,0.4952177,0.1117032,,,0.2482294,,0.8390155,,7.4,0.718,0.1203913,0.0781923,0.2842227,0.8485,0.2718112,1.7340285000000002,0.888,0.9817474,0.4244723,2.5319402,1.0971741,4.6667133,,,
"('HTI', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('HTI', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('HTI', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('HTI', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('HTI', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('HTI', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.257212625,1.8348,0.8438945,0.1324383,0.9942472,2.2137036,2.2137036,,,
"('HTI', 6)",,,,,,,,,0.8301576,,9.7,1.1333,,,,0.8485,,1.679615,1.1619,1.7484484,0.2880912,0.8140472,2.1985909,3.5982973,,,
"('HTI', 7)",,,,,,,,,0.8564376,,9.4,1.1333,,,,0.8485,,1.679615,1.1619,1.8037984,0.2972112,0.8398172,2.2681909,3.7122073,,,
"('HTI', 8)",0.0859272,0.0098767,0.1629653,0.0049383,,,0.2360528,,0.4997603,,9.3,1.1333,0.2439541,0.2439541,0.1037052,0.8485,0.0158027,1.679615,1.1619,1.3550812,0.8217402,0.8059375,1.7382966,3.5477053,,,
"('HTI', 9)",0.0862192,0.0092378,0.208363,0.0051321,,,0.2350498,,0.5953227,,9.3,0.8979,0.2432612,0.2432612,0.1026418,0.8485,0.0153963,1.679615,1.0098,1.5478391,0.831399,0.6497229,1.6207148,3.8706242,,,
"('HTI', 10)",0.0462906,0.0105206,0.3924178,0.0873209,,,0.125195,,0.7606383,,9.1,0.7914,0.2198802,0.1304553,0.1998911,0.8485,0.0694359,1.679615,1.0599,1.3035005,0.7069833,1.0552147,1.6128057,3.8031915,,,
"('HTI', 11)",0.0467306,0.0106206,0.3961478,0.0881509,,,0.126385,,0.7678683,,9.0,0.7914,0.2219702,0.1316953,0.2017911,0.8485,0.0700959,1.679615,1.0599,1.3158905,0.7137033,1.0652447,1.6281357,3.8393415,,,
"('HTI', 12)",0.1700035,0.0380427,0.4089594,0.1058064,,,0.072519,,0.9118368,,8.9,0.7876,0.1438491,0.0927292,0.2009132,0.8485,0.1521709,0.585646,0.9899,1.430169,0.483856,1.6025501,1.6144385,4.4628881,,,
"('HTI', 13)",0.1842477,0.0412303,0.4728595,0.1146716,,,0.0773067,,0.8722775,,8.05,0.7057,0.1365752,0.0927681,0.2164588,0.8485,0.2357855,0.585646,0.9257,1.4830007,0.5540315,1.981629,1.4327513,4.9888606,,,
"('HTI', 14)",0.1842477,0.0412303,0.4728595,0.1146716,,,0.0773067,,0.8722775,,8.05,0.7057,0.1365752,0.0927681,0.2164588,0.8485,0.2357855,0.585646,0.9257,1.4830007,0.5540315,1.981629,1.4327513,4.9888606,,,
"('HTI', 15)",0.1935413,0.0433099,0.4926505,0.1204558,,,0.0812061,,0.9054483,,7.4,0.7029,0.1475245,0.1001542,0.2273771,0.8485,0.2598596,0.585646,0.9286,1.4847186,0.5711497,2.085644,1.5550973,5.2648637,,,
"('HTI', 16)",0.2287306,0.0500771,0.4994177,0.1191023,,,0.2666268,,0.8810864,,7.4,0.7029,0.1299298,0.083913,0.3058764,0.8485,0.292342,0.585646,0.9286,1.2925308,0.4547543,2.3644516,1.4102797,5.1565889,,,
"('HTI', 17)",0.2318735,0.0515274,0.5410382,0.1220387,,,0.2711971,,0.9166461,,7.4,0.718,0.1315306,0.0854271,0.3105207,0.8485,0.2969608,0.585646,0.888,1.0725845,0.463747,2.7662102,1.1986911,5.0985051,,,
"('HTI', 18)",0.2318735,0.0515274,0.5410382,0.1220387,,,0.2711971,,0.9166461,,7.4,0.718,0.1315306,0.0854271,0.3105207,0.8485,0.2969608,0.585646,0.888,1.0725845,0.463747,2.7662102,1.1986911,5.0985051,,,
"('JAM', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('JAM', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('JAM', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('JAM', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('JAM', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('JAM', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.257212625,1.8348,0.8438945,0.1324383,0.9942472,2.2137036,2.2137036,,,
"('JAM', 6)",,,,,,,,,0.7918832,,9.7,1.1333,,,,0.8485,,2.116537,1.1619,1.6678363,0.2748088,0.7765156,2.097225,3.432398,,,
"('JAM', 7)",,,,,,,,,0.8181632,,9.4,1.1333,,,,0.8485,,2.116537,1.1619,1.7231863,0.2839288,0.8022856,2.166825,3.546308,,,
"('JAM', 8)",0.0821259,0.0094398,0.1557561,0.0047199,,,0.2256103,,0.477652,,9.3,1.1333,0.2331621,0.2331621,0.0991175,0.8485,0.0151036,2.116537,1.1619,1.2951355,0.7853883,0.7702847,1.6613983,3.3907629,,,
"('JAM', 9)",0.082549,0.0088445,0.1994934,0.0049136,,,0.2250443,,0.5699813,,9.3,0.8979,0.2329061,0.2329061,0.0982726,0.8485,0.0147409,2.116537,1.0098,1.4819513,0.7960083,0.6220657,1.5517248,3.7058609,,,
"('JAM', 10)",0.0443681,0.0100837,0.3761206,0.0836944,,,0.1199956,,0.7290488,,9.1,0.7914,0.2107486,0.1250374,0.1915896,0.8485,0.0665522,2.116537,1.0599,1.2493658,0.6776222,1.0113914,1.5458255,3.6452442,,,
"('JAM', 11)",0.0448081,0.0101837,0.3798506,0.0845244,,,0.1211856,,0.7362788,,9.0,0.7914,0.2128386,0.1262774,0.1934896,0.8485,0.0672122,2.116537,1.0599,1.2617558,0.6843422,1.0214214,1.5611555,3.6813942,,,
"('JAM', 12)",0.1517333,0.0339543,0.3650088,0.0944354,,,0.0647254,,0.8138423,,8.9,0.7876,0.1283897,0.0827636,0.1793212,0.8485,0.1358172,1.8632790000000001,0.9899,1.2764697,0.4318563,1.4303252,1.4409359,3.9832647,,,
"('JAM', 13)",0.1659775,0.0371418,0.4259703,0.1033007,,,0.0696409,,0.7857818,,8.05,0.7057,0.1230323,0.0835691,0.1949946,0.8485,0.2124048,1.8632790000000001,0.9257,1.3359451,0.4990933,1.7851291,1.2906785,4.4941611,,,
"('JAM', 14)",0.1659775,0.0371418,0.4259703,0.1033007,,,0.0696409,,0.7857818,,8.05,0.7057,0.1230323,0.0835691,0.1949946,0.8485,0.2124048,1.8632790000000001,0.9257,1.3359451,0.4990933,1.7851291,1.2906785,4.4941611,,,
"('JAM', 15)",0.1752711,0.0392215,0.4461446,0.1090848,,,0.0735403,,0.8199746,,7.4,0.7029,0.1335983,0.0906997,0.2059129,0.8485,0.235329,1.8632790000000001,0.9286,1.3445623,0.5172336,1.8887607,1.4082972,4.7678645,,,
"('JAM', 16)",0.2071386,0.0453499,0.452273,0.1078591,,,0.2414574,,0.7979125,,7.4,0.7029,0.1176645,0.0759917,0.2770019,0.8485,0.2647452,1.8632790000000001,0.9286,1.1705169,0.4118258,2.1412492,1.2771503,4.6698107,,,
"('JAM', 17)",0.210026,0.0466724,0.4900606,0.11054,,,0.2456444,,0.8302781,,7.4,0.718,0.1191375,0.077378,0.2812629,0.8485,0.2689806,1.8632790000000001,0.888,0.9715237,0.420052,2.5055731,1.0857483,4.6181151,,,
"('JAM', 18)",0.2122362,0.0471636,0.4952177,0.1117032,,,0.2482294,,0.8390155,,7.4,0.718,0.1203913,0.0781923,0.2842227,0.8485,0.2718112,1.7340285000000002,0.888,0.9817474,0.4244723,2.5319402,1.0971741,4.6667133,,,
"('LCA', 0)",,,,,,,,,,,13.16,1.2738,,,,0.8485,,,1.6619,1.093649,0.0649134,0.7620264,3.0650395,2.0708773,,,
"('LCA', 1)",,,,,,,,,,,12.6,1.2738,,,,0.8485,,,1.6619,1.180449,0.0700654,0.8225064,3.3083035,2.2352373,,,
"('LCA', 2)",,,,,,,,,,,12.0,1.2738,,,,0.8485,,,1.6619,1.273449,0.0755854,0.8873064,3.5689435,2.4113373,,,
"('LCA', 3)",,,,,,,,,,,12.0,1.219,,,,0.8485,,,1.3381,1.4026061,0.179623,0.7803715,2.8799834,3.351816,,,
"('LCA', 4)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,,1.8348,1.1416209,0.1791626,1.3450181,2.9946992,2.9946992,,,
"('LCA', 5)",,,,,,,,,,,11.5,1.1615,,,,0.8485,,2.3338240000000003,1.8348,0.8337895,0.1308525,0.9823418,2.1871961,2.1871961,,,
"('LCA', 6)",,,,,,,,,0.7728489,,9.7,1.1333,,,,0.8485,,2.3338240000000003,1.1619,1.6277468,0.2682033,0.7578507,2.0468144,3.3498941,,,
"('LCA', 7)",,,,,,,,,0.7991289,,9.4,1.1333,,,,0.8485,,2.3338240000000003,1.1619,1.6830968,0.2773233,0.7836207,2.1164144,3.4638041,,,
"('LCA', 8)",0.0802355,0.0092225,0.1521709,0.0046112,,,0.2204172,,0.4666573,,9.3,1.1333,0.2277952,0.2277952,0.096836,0.8485,0.014756,2.3338240000000003,1.1619,1.2653237,0.76731,0.752554,1.6231558,3.3127134,,,
