,growth_collection,processing,preparation,material,energy,things,buildings,infrastructure,inhabited,waste,sleep,hygiene_grooming,childcare,adultcare,moving_things,moving_people,organization,education,meals,active_recreation,religious,social,interactive,passive,work_employed,work_other,unknown
"('RWA', 4)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('RWA', 5)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('RWA', 6)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('RWA', 7)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('RWA', 8)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('RWA', 9)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('RWA', 10)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('RWA', 11)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('RWA', 12)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('RWA', 13)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('RWA', 14)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('RWA', 15)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('RWA', 16)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.425903,0,0,0,0,0,0,0,0,0
"('RWA', 17)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.425903,0,0,0,0,0,0,0,0,0
"('RWA', 18)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.425903,0,0,0,0,0,0,0,0,0
"('SOM', 0)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('SOM', 1)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('SOM', 2)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('SOM', 3)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('SOM', 4)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('SOM', 5)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SOM', 6)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SOM', 7)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SOM', 8)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SOM', 9)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SOM', 10)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SOM', 11)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SOM', 12)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SOM', 13)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SOM', 14)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SOM', 15)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SOM', 16)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.425903,0,0,0,0,0,0,0,0,0
"('SOM', 17)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.425903,0,0,0,0,0,0,0,0,0
"('SOM', 18)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.425903,0,0,0,0,0,0,0,0,0
"('SSD', 0)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('SSD', 1)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('SSD', 2)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('SSD', 3)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('SSD', 4)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('SSD', 5)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SSD', 6)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SSD', 7)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SSD', 8)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SSD', 9)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SSD', 10)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SSD', 11)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SSD', 12)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SSD', 13)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SSD', 14)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SSD', 15)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SSD', 16)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.425903,0,0,0,0,0,0,0,0,0
"('SSD', 17)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.425903,0,0,0,0,0,0,0,0,0
"('SSD', 18)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.425903,0,0,0,0,0,0,0,0,0
"('SYC', 0)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('SYC', 1)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('SYC', 2)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('SYC', 3)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('SYC', 4)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('SYC', 5)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SYC', 6)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SYC', 7)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SYC', 8)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SYC', 9)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SYC', 10)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SYC', 11)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SYC', 12)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SYC', 13)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SYC', 14)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SYC', 15)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('SYC', 16)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.425903,0,0,0,0,0,0,0,0,0
"('SYC', 17)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.425903,0,0,0,0,0,0,0,0,0
"('SYC', 18)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.425903,0,0,0,0,0,0,0,0,0
"('TZA', 0)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('TZA', 1)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('TZA', 2)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('TZA', 3)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('TZA', 4)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('TZA', 5)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('TZA', 6)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('TZA', 7)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('TZA', 8)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('TZA', 9)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('TZA', 10)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('TZA', 11)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('TZA', 12)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('TZA', 13)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('TZA', 14)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('TZA', 15)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('TZA', 16)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.425903,0,0,0,0,0,0,0,0,0
"('TZA', 17)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.425903,0,0,0,0,0,0,0,0,0
"('TZA', 18)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.425903,0,0,0,0,0,0,0,0,0
"('UGA', 0)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('UGA', 1)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('UGA', 2)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('UGA', 3)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('UGA', 4)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('UGA', 5)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('UGA', 6)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('UGA', 7)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('UGA', 8)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('UGA', 9)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('UGA', 10)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('UGA', 11)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('UGA', 12)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('UGA', 13)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('UGA', 14)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('UGA', 15)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('UGA', 16)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.425903,0,0,0,0,0,0,0,0,0
"('UGA', 17)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.425903,0,0,0,0,0,0,0,0,0
"('UGA', 18)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.425903,0,0,0,0,0,0,0,0,0
"('ZMB', 0)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('ZMB', 1)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('ZMB', 2)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('ZMB', 3)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('ZMB', 4)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('ZMB', 5)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('ZMB', 6)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('ZMB', 7)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('ZMB', 8)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('ZMB', 9)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('ZMB', 10)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('ZMB', 11)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('ZMB', 12)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('ZMB', 13)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('ZMB', 14)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('ZMB', 15)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('ZMB', 16)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.425903,0,0,0,0,0,0,0,0,0
"('ZMB', 17)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.425903,0,0,0,0,0,0,0,0,0
"('ZMB', 18)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.425903,0,0,0,0,0,0,0,0,0
"('ZWE', 0)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('ZWE', 1)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('ZWE', 2)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('ZWE', 3)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('ZWE', 4)",0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0
"('ZWE', 5)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('ZWE', 6)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('ZWE', 7)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('ZWE', 8)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('ZWE', 9)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('ZWE', 10)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('ZWE', 11)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
"('ZWE', 12)",0.06562185529137521,0,0,0.0003787674115712,0,0.0003787674115712,0.0003787674115712,0,4.13273764744e-05,0,0,0,0,0,0,0,8.26547529488e-05,0.425903,0,0,0,0,0,0,0,0,0
